levels,tid,pid,code,word,arabic,translation,definition
L4,960,905,J-53,Ḥaṣaf/ Buthūr Shawkiyya,حصف/ بثور شوكيہ,Miliaria rubra,"Prickly eruptions resembling that of <em>Jowār (Sorghum vulgare) </em> and <em>Bājra (Eleusine coracana) </em> and are spread all over the skin. The eruptions mostly occur in hot climate and countries and hot temperament individuals. Mostly, it affects those parts of the body where there is an accumulation of excessive sweat. These are due to closing of pores and caused by collection of acute humours under the skin."
L4,961,905,J-54,Qūbā,قوبا,Ring worm/Dermatophytosis,A type of roughness or scaly skin which is black or red in colour. It is caused by acrid pungent fluid mixed with black bile which is more viscous than the humour responsible for scabies.
L5,962,961,J-54.1,Qūbā Ḥadīth,قوبا حديث,Acute ring worm,An acute type of roughness of skin.
L5,963,961,J-54.2,Qūbā Radī,قوبا ردي,,A type of <em>Qūbā</em> which permeates deep in the skin and has bad prognosis.
L5,964,961,J-54.3,Qūbā Mutaqashshir,قوبا متقشر,Ichthyosis nigricans,A chronic type of roughness of skin in which there is sloughing of the skin like that of scales of fish. Its causes are similar to that of alopecia.
L5,965,961,J-54.4,Qūbā Sā‘ī,قوبا ساعي,Creeping ring worm,A bad type of <em>Qūbā</em> (ringworm) which is spreading and migrating in nature.
L5,966,961,J-54.5,Qūbā Wāqif,قوبا واقف,Stationary ring worm,A bad type of <em>Qūbā</em> (ringworm) which is stationary in nature.
L4,967,905,J-55,Dākhis,داخس,Paronychia,"An acute infection of the nail bed. It is accompanied with severe pain, distension, leading to falling off nail and fever. It is caused by predominance of blood and blood mixed with yellow bile. Sometimes it is caused by general weakness of the body, weakness of liver, anaemia and lymphadenitis."
L4,968,905,J-56,Jarab,جرب,Scabies,"Small red papules which cause severe itching. Sometimes <em>Jarab</em> gets infected and pustules are formed. These are most commonly found in hands and between fingers but may spread to other areas of the body. It is caused by specific organism, <em>Dūd-i-Jarab</em> (animalcule) which resembles lice. For the first time they were identified by Unani Physician, <em>Ṭabrī</em>. It is divided into three types as per the involvement of humours i.e. <em>Jarab Ṣafrāwī</em>, <em>Sawdāwī</em> and <em>Balghamī</em>."
L4,969,905,J-57,Ḥikka,حكة,Pruritus,Itching of the body. It starts from calf muscles and is due to the disturbance in digestion and nutritional deficiencies.
L5,970,969,J-57.1,Ḥikka al-Mashāyikh,حكة المشائخ,Senile pruritus,"A type of itching mostly found in older people. In such people, there is reduction of the innate heat of the body and increased production of saline phlegm. Weakness of the skin closes the pores and this saline phlegm cause severe itching."
L4,971,905,J-58,Sa‘fa,سعفہ,,"A variant infection involving head, face and hair follicles. This is characterized by the appearance of one or more papule at the root of hair follicle which gets encrusted and later takes the shape of ulcer."
L5,972,971,J-58.1,Sa‘fa Raṭba/Shīrīnaj,سعفہ رطبہ/ شيرينج,,"An ulcerated form of <em>Sa‘fa</em> from which there is continuous discharge of purulent fluid. It is more commonly seen in children. It is caused by viscous, putrified, irritant and bad humours which causes swelling and ulceration of skin."
L5,973,971,J-58.2,Sa‘fa Yābisa/ Sūrajī,سعفہ يابسہ/ سورجي,,A dry form of <em>Sa‘fa</em> in which there is white scaling of skin. It is caused by black bile mixed with pungent humour which sharpens the nature of the disease.
L5,974,971,J-58.3,Sa‘fa Shahdiyya,سعفہ شهديہ,Tinea favus,"A type of <em>Sa‘fa Raṭba</em>. In this condition, the scalp becomes honey comb like in appearance with small openings which are filled with fluid. It is accompanied with hair loss."
L5,975,971,J-58.4,Ru’ūs al-Ibra,رؤس الابرة,,A type of <em>Sa‘fa</em>. Its literal meaning is “tip of needle”. The papules are similar to tip of needle with swelling of the root of hair follicle from which there is discharge of fluid mixed with blood.
L5,976,971,J-58.5,‘Ujar,عجر,Nodular prurigo,A type of <em>Sa‘fa</em> which resembles fig in appearance. There is round ulcerated portion within the papules similar to that of fig.
L5,977,971,J-58.6,Ḥalamī,حلمى,,A type of <em>Sa‘fa</em> which occurs in semi lunar shape and are red in colour.
L5,978,971,J-58.7,Sa‘fa Balkhiyya,سعفہ بلخيہ,,A bad and chronic type of <em>Sa‘fa</em> which is caused by morbid humours.
L5,979,971,J-58.8,Sa‘fa Ḥumra,سعفہ حمرہ,,"A red coloured <em>Sa‘fa</em> involving the skin of scalp. It is painful and appears after shaving the head. According to Galen, if it is suppurated, it cannot be treated."
L4,980,905,J-59,Ghuḍūn,غضون,,Spasm of the skin of forehead which causes wrinkles on the forehead. It is more commonly seen in winter season. It is characterized by burning and itching.
L4,981,905,J-60,‘Athra,عثرہ,,Injury of the toe due to stumbling on the road.
L4,982,905,J-61,Intifākh al-Aṣābi‘,انتفاخ الاصابع,Chilblains,Swelling and itching of the fingers in winter season. It commonly occurs in individuals having bilious temperament. During winter season the skin pores are closed and there is thickening of skin due to which morbid material get accumulated in the skin of fingers.
L4,983,905,J-62,Ḥikka al-Aṣābi‘,حكة الاصابع,,Itching of the fingers.
L4,984,905,J-63,Mazaḥ,مزح,Intertrigo,An infection caused by the continous dampening in between the fingers.
L4,985,905,J-64,Ṣunān,صنان,Bromidrosis,A foul smell of axilla and groin region. It is caused by the putrefaction of the humours of body. It is also due to strenuous physical activity especially after over indulgence in sex.
L4,986,905,J-65,Natn Jild al-Ra’s,نتن جلد الرأس,Foul odour of scalp,Foul smell in the scalp due to hypersecretion and putrefaction of the sebaceous glands. The condition is more commonly seen in children because of the presence of considerable amount of fluid in them. In older people this condition arises due to the decrease in the innate energy of the body.
L4,987,905,J-66,Khaṣar-o-Taṣqī‘/Fasād al-Aṭrāf bi’l Bard,خصر و تصقيع/ فساد الاطراف بالبرد,Frostbite,"In countries that have a cold climate there is thickening of the skin of hand, feet, face which sometimes get resolved and sometimes gets ulcerated and detaches after developing gangrene."
L4,988,905,J-67,Tha’ālīl,ثآ ليل,Warts/Verruca,"Hard eruptions on the surface of the skin. If the edges of these eruptions are circular, then these are known as <em>Masāmīr</em>. If the edges are slanting, these are known as <em>Qurūn</em>. These are produced by the predominance of viscous phlegm."
L4,989,905,J-68,Buthūr Labaniyya/ Ḥabb al-Shabāb/ Buthūr Duhniyya/ Al-Ghudd al-Shā’i‘,بثور لبنيہ / حب الشباب /بثور دہنیہ /الغد الشائع,Acne vulgaris,Sometimes there is an appearance of white papules on face and nose accompanied by discharge of viscous fluids from them.These are mostly due to the inflammation of hair follicles and their accompanying sebaceous glands in young people.
L3,990,2,K,Ḥummayāt,حمیات,Fevers,
L4,991,990,K-1,Ḥummā,حمی,Fever,It is the abnormal heating of the body which after reaching the heart from any part of the body spreads to other organs through vessels. This abnormal heating interferes with the vital faculties of the body.
L5,992,991,K-1.1,Ḥummā al-Yawm,حمیٰ اليوم,Ephemeral fever,A type of fever which lasts only for few days. It is a transient and short term fever.
L6,993,992,K-1.1.1,Ḥummā al-Yawm Hammiyya,حمیٰ اليوم هميہ,Apprehension ephemeral fever,A type of fever that occurs due to severe apprehension.
L6,994,992,K-1.1.2,Ḥummā al-Yawm Faz‘iyya,حمیٰ اليوم فزعيہ,Fright ephemeral fever,A type of fever that occurs due to fear and fright as these gestures aggravates the heat of the body.
L6,995,992,K-1.1.3,Ḥummā al-Yawm Fikriyya,حمیٰ اليوم فكريہ,Anxiety ephemeral fever,A type of fever that occurs due to profound anxiety.
L6,996,992,K-1.1.4,Ḥummā al-Yawm Ghaḍabiyya,حمیٰ اليوم غضبيہ,Anger ephemeral fever,"A type of fever that occurs due to excessive anger. The fever is characterized by red swollen face, red congested eyes, high pulse volume, red urine and may cause burning."
L6,997,992,K-1.1.5,Ḥummā al-Yawm Farḥiyya,حمیٰ اليوم فرحيہ,Joy ephemeral fever,A type of fever that occurs due to excessive happiness and joy.
L6,998,992,K-1.1.6,Ḥummā al-Yawm Sahriyya,حمیٰ اليوم سهريہ,Insomnious ephemeral fever,"A type of transient fever that occurs due to sleep deprivation. This is accompanied with sunken eyes, puffy eyelids, palor face, swollen body, low volume pulse."
L6,999,992,K-1.1.7,Ḥummā al-Yawm Ta‘biyya,حمیٰ اليوم تعبيہ,Fatigue ephemeral fever,A type of transient fever that occurs due to excessive physical exertion and fatigue.
L6,1000,992,K-1.1.8,Ḥummā al-Yawm Ishāliyya,حمیٰ اليوم اسهاليہ,Diarrhoeal ephemeral fever,A type of transient fever that occurs due to excessive loss of fluids because of loose motions. In this type of fever patient will give history of loose motion or use of any drug which causes loose motion.
L6,1001,992,K-1.1.9,Ḥummā al-Yawm Waja‘iyya,حمیٰ اليوم وجعيہ,Pain ephemeral fever,A type of transient fever that occurs due to excessive pain.
L6,1002,992,K-1.1.10,Ḥummā al-Yawm Ghashiyya,حمیٰ اليوم غشيہ,Syncope ephemeral fever,A type of transient fever that occurs due to fainting and coma.
L6,1003,992,K-1.1.11,Ḥummā al-Yawm ‘Aṭashiyya,حمیٰ اليوم عطشيہ,Thirst ephemeral fever,A type of fever that occurs due to excessive thirst over a long time.
L6,1004,992,K-1.1.12,Ḥummā al-Yawm Jū‘iyya,حمیٰ اليوم جوعيہ,Hunger ephemeral fever,A type of fever that occurs due to excessive starvation over a long time. This is characterized by low feeble pulse.
L6,1005,992,K-1.1.13,Ḥummā al-Yawm Suddiyya,حمیٰ اليوم سديہ,Ephemeral fever due to occlusion of blood vessels,"A type of transient fever that occurs due to obstruction of blood vessels. This is the only type of transient fever which can last up to three days and can transform into <em>Ḥummā ‘Ufūnī</em> i.e. infectious fever. The temperature in this type is higher than any other fever, pulse rate becomes faster, urine become dark. "
L6,1006,992,K-1.1.14,Ḥummā al-Yawm Tukhmiyya,حمیٰ اليوم تخميہ,Dyspeptic ephemeral fever,A type of transient fever that occurs due to dyspepsia and indigestion. In this there is increased sore eructation.
L6,1007,992,K-1.1.15,Ḥummā al-Yawm Waramiyya,حمیٰ اليوم ورميہ,Inflammatory ephemeral fever,"A type of fever that results due to ulcers, wounds, injuries, boils, abscesses, etc."
L6,1008,992,K-1.1.16,Ḥummā al-Yawm Shamsiyya,حمیٰ اليوم شمسيہ,Ephemeral fever due to heat stroke,"A type of transient fever that results from the long exposure to sun or travelling under the sun. In this the eyes become congested, pulse small and fast."
L6,1009,992,K-1.1.17,Ḥummā al-Yawm Istiḥṣāfiyya,حمیٰ اليوم استحصافيہ,,"A type of transient fever caused by the closure of the skin pores due to cold environment, bathing with excessively cold water or water in which astringent drugs are added e.g. alum. In this condition, the skin becomes thickened, face and eyes are swollen, pulse becomes rapid, and urine becomes concentrated and yellow in colour."
L6,1010,992,K-1.1.18,Ḥummā al-Yawm Sharābiyya,حمیٰ اليوم شرابيہ,Intoxicating ephemeral fever,A type of transient fever that occurs due to the intake of pure alcohol. In this condition eyes and face become congested and there will be burning at the site of liver.
L6,1011,992,K-1.1.19,Ḥummā al-Yawm Ghidhā’iyya,حمیٰ اليوم غذائيہ,Dietetic ephemeral fever,A type of fever that occurs due to the intake of hot diets rich in spices.
L6,1012,992,K-1.1.20,Ḥummā al-Yawm Dawā’iyya,حمیٰ اليوم دوائيہ,,A type of fever that occurs due to the intake of drugs of hot temperament.
L6,1013,992,K-1.1.21,Ḥummā al-Yawm Qashfiyya,حمیٰ اليوم قشفيہ,,A type of transient fever that occurs due to closure of skin pores by dirt and dust because of abstinence from bathing.
L6,1014,992,K-1.1.22,Ḥummā al-Yawm Nazliyya-o-Zukāmiyya,حمیٰ اليوم نزليہ و زكاميہ,Catarrhal ephemeral fever,A type of fever that occurs due to cold and coryza.
L6,1015,992,K-1.1.23,Ḥummā al-Yawm Zaḥīriyya,حمیٰ اليوم زحيريہ,,A type of fever that occurs due to dysentery.
L6,1016,992,K-1.1.24,Ḥummā al-Yawm Ḥarriyya,حمیٰ اليوم حريہ,,Transient fever due to exposure to extreme heat.
L6,1017,992,K-1.1.25,Ḥummā al-Yawm Nawmiyya/ Ḥummā al-Yawm Rāḥiyya,حمیٰ اليوم نوميہ/ حمیٰ اليوم راحيہ,Sleeping ephemeral fever,This type of transient fever occurs due to prolonged sleep. The patient will give a history of excessive sleep and less physical exertion. Pulse will be voluminous.
L6,1018,992,K-1.1.26,Ḥummā al-Yawm Jurḥiyya,حمیٰ اليوم جرحيہ,Traumatic ephemeral fever,This occurs due to trauma or injury of the body.
L6,1019,992,K-1.1.27,Ḥummā al-Yawm Imtilā’iyya,حمیٰ اليوم امتلائيہ,Repletive ephemeral fever,This type of fever occurs due to the accumulation of bad humours in the body.
L6,1020,992,K-1.1.28,Ḥummā al-Yawm Istifrāghiyya,حمیٰ اليوم استفراغيہ,,Transient fever due to excessive evacuation.
L5,1021,991,K-1.2,Ḥummā Diqqiyya,حمیٰ دقيہ,Hectic fever,A specific type of fever which gradually destroys the fluids and weakens the organs of the body and causes weight loss.
L5,1022,991,K-1.3,Ḥummā ‘Ufūniyya,حمیٰ عفونيہ,Septic fever,A type of fever in which the temperature of the humours of body usually rises because of putrefaction. From here it goes towards heart and then spreads to other organs of the body.
L4,1023,990,K-2,‘Ufūnat,عفونت,Infection,The abnormal changes occurring in the humours and body due to obnoxious substances that affect their normal functioning. Sometimes these changes occur inside the vessels i.e. <em>Dākhil al-‘Urūq</em> and when these changes occur outside the vessels these are known as <em>Khārij al-‘Urūq</em>.
L4,1024,990,K-3,Ḥummā Dā’ima/ Ḥummā Lāzima,حمیٰ دائمہ/ حمیٰ لازمہ,Continuous fever,When the putrefaction of the humours occurs inside the vessels i.e. <em>Dākhil al-‘Urūq</em> then the fever remains continuous.
L4,1025,990,K-4,Ḥummā Dā’ira/ Ḥummā Nā’iba,حمیٰ دائرہ/ حمیٰ نائبہ,Intermittent fever,When the putrefaction of the humours occurs outside the vessels i.e. <em>Khārij al-‘Urūq</em> then it results in the fever of non-continuous nature.
L4,1026,990,K-5,Ḥummā al-Ghibb/ Ṭraṭā’ūs,حمیٰ الغب/ طراطاوس,Bilious fever,"A type of fever that occurs due to the predominance of <em>Ṣafrā’</em> (yellow bile) in the body. It is of three types i.e. <em>Ghibb Dā’ira</em>, <em>Ghibb Lāzima</em> and <em>Ghibb Muḥarriqa</em>."
L5,1027,1026,K-5.1,Ḥummā al-Ghibb Dā’ira,حمیٰ الغب دائرہ,Tertian fever,"When the putrefaction of yellow bile occurs outside the vessels then the attack of fever occurs after three days or approximately 48 hours. The attack usually starts with rigors and chills. It is accompanied with headache, excessive thirst, restlessness, bilious vomiting and sometimes, bilious diarrhoea. Pulse in the initial stage is irregular and later on, it becomes rapid and strong and urine is reddish and sharp smelling. This fever subsides with sweating and the attack of fever is of short duration usually 4-6 hours and sometimes it extends upto 12 hours. This type of fever has got good prognosis similar to ephemeral fever."
L5,1028,1026,K-5.2,Ḥummā al-Ghibb Lāzima,حمیٰ الغب لازمہ,,"When the putrefaction of <em>Ṣafrā’</em> (yellow bile) occurs within the vessels then the fever is continuous in nature and lasts for 5-14 days. But meanwhile there is relief in symptoms for few hours. The fever is usually high with or without rigors and chills. Before the onset of fever patient feels nausea and restlessness. In this stage the face and eyes of the patient becomes red and congested, experiences excessive thirst, bilious vomiting, pulse rapid, urine red, scanty. This fever subsides in the form of <em>Buḥrān</em>."
L5,1029,1026,K-5.3,Ḥummā al-Ghibb Muḥarriqa,حمیٰ الغب محرقہ,,"When the fever and its related symptom are more severe as compared to tertian fever. In this condition, the patient’s tongue becomes rough, black, fever is continuous in nature, and there is restlessness, confusion, excessive thirst and bilious vomiting. This type of fever occurs mostly in children and young people."
L4,1030,990,K-6,Ḥummā Muwāẓiba/ Astrābūs,حمیٰ مواظبہ/ استرابوس,Quotidian fever,"A type of septic phlegmatic fever whose attacks occur on consecutive days. This starts with severe rigors and chills. Temperature is not very high. Pulse is low and irregular accompanied with oedematous body, phlegmatic vomiting, diarrhoea and viscous urine. It affects persons with phlegmatic temperament i.e. children and older people."
L5,1031,1030,K-6.1,Ḥummā Muwāẓiba Muḍā‘ifa,حمیٰ مواظبہ مضاعفہ,,The attack of septic phlegmatic fever occurs twice in a day.
L5,1032,1030,K-6.2,Ḥummā Muwāẓiba Ṣafrāwiyya,حمیٰ مواظبہ صفراويہ,,When there is involvement of yellow bile in phlegm the symptoms of fever are more severe.
L4,1033,990,K-7,Ḥummā Lathiqa/ Ḥummā Balghamiyya Lāzima,حمیٰ لثقہ/ حمیٰ بلغمیہ لازمہ,Asthenic fever,In this condition there is no rigor and chills. The symptoms are more or less same as that of <em>Ḥummā Muwāẓiba</em>.
L4,1034,990,K-8,Ḥummā al-Rib‘/Ṭaṭrā,حمیٰ الربع/ ططرا,Quartan fever,"A type of septic melancholic fever in which subsequent attack occurs every four day. This is a type of intermittent fever because the putrefaction of black bile occurs outside the vessels. The fever occurs mostly in summer season. The fever starts with mild rigors and chills and lasts for 24 hours. It is associated with joint pain, there is involvement of spleen, hardness of pulse and excessive thirst."
L5,1035,1034,K-8.1,Ḥummā al-Rib‘ Lāzima,حمیٰ الربع لازمہ,,"A type of fever that occurs when there is putrefaction of black bile inside the vessels. In this type, fever is continuous, but on the fourth day it reaches to higher degree. The attack of fever is not associated with rigors and chills. This type of fever is usually rare."
L4,1036,990,K-9,Ḥummā Mukhtaliṭa,حمیٰ مختلطہ,,A type of fever that does not follow a particular pattern. This occurs due to inflammation of organs.
L4,1037,990,K-10,Ḥummā Afyālūs,حمیٰ افيالوس,Ephiyalus fever,A type of humoral fever in which the patient feels heat outside the body but cold from inside.
L4,1038,990,K-11,Ḥummā Līfūriya,حمیٰ ليفوريا,,A type of humoral fever in which the patient feels heat inside the body but cold from outside. It is of two type; moderate and severe.
L5,1039,1038,K-11.1,Ṭayfūdas,طيفودس,,"A type of <em>Ḥummā Līfūriya</em>, caused due to the predominance of <em>Ṣafrā’</em> (yellow bile)."
L4,1040,990,K-12,Ḥummā Afyālūs Līfūriya,حمیٰ افيالوس ليفوريا,,A fever that combines the features of <em>Afyālūs</em> and <em>Līfūriya</em>.
L4,1041,990,K-13,Ḥummā Muṭbiqa,حمیٰ مطبقہ,Continous fever,A type of fever that is sanguinous in nature and rises with the passage of time. It is of two types: <em>Muṭbiqa Ghalayāniyya</em> and <em>Muṭbiqa ‘Ufūniyya</em>.
L5,1042,1041,K-13.1,Ḥummā Muṭbiqa Ghalayāniyya/ Ḥummā Sūnūkhus,حمیٰ مطبقہ غليانيہ/ حمیٰ سونوخس,Synochus fever,A type of fever that occurs due to the involvement of blood. The fever starts without rigors and chills. The symptoms are similar to the symptoms produced due to the predominance of blood in the body.
L5,1043,1041,K-13.2,Ḥummā Muṭbiqa‘Ufūniyya,حمیٰ مطبقہ عفونيہ,,"A type of fever occurring due to severe putrefaction or sepsis. It is of three types: 1. <em>Mutazā’ida</em>, in which the symptoms gradually increases till the onset of fever, 2. <em>Mutanāqiṣa</em>, in which the symptoms gradually decreases till the onset of fever, 3. <em>Mutasāwiya</em>, in which the symptoms remain same till the onset of fever."
L4,1044,990,K-14,Ḥummā al-Khims,حمیٰ الخمس,Quintan fever,When the attack of fever repeats after five days.
L4,1045,990,K-15,Ḥummā al-Suds,حمیٰ السدس,,When the attack of fever repeats after six days.
L4,1046,990,K-16,Ḥummā al-Sub‘,حمیٰ السبع,,When the attack of fever repeats after seven days.
L4,1047,990,K-17,Ḥummā al-Tus‘,حمیٰ التسع,,When the attack of fever repeats after nine days.
L4,1048,990,K-18,Ḥummā Ghashiyya,حمیٰ غشيہ,,A type of fever accompanied with altered sensorium because the causative humour i.e. phlegm and yellow bile affects the brain of the patient.
L4,1049,990,K-19,Ḥummā Mi‘wiyya,حمیٰ معويہ,Enteric fever,A type of continuous and infectious fever which involves intestines. It usually lasts for 21 days or more and small eruptions appear on the skin.
L4,1050,990,K-20,Ḥummā Wabā’iyya,حمیٰ وبائيہ,Epidemic fever,"A type of fever which affects the population of a particular area during a specific period. It is caused by water, air or soil pollution."
L4,1051,990,K-21,Ḥummā Ṭafḥiyya,حمیٰ طفحيہ,Eruptive fever,A type of fever that is accompanied with eruptions of different colours and sizes.
L5,1052,1051,K-21.1,Ḥummā Judariyya,حمیٰ جدريہ,Small pox,"A severe infectious disease which spreads in the form of epidemic. In this condition, there is a high degree of fever and eruptions appear after three days."
L5,1053,1051,K-21.2,Ḥaṣba,حصبہ,Measles,An infectious fever which is continuous in nature. This is accompanied with eruptions and infections of nasal cavity. Eruptions are scattered all over the body but are not big in size and similar to millet.
L5,1054,1051,K-21.3,Ḥummā Qirmiziyya,حمیٰ قرمزيہ,Scarlet fever,An infectious type of fever with eruptions of crimson red colour. This is usually accompanied with inflammation of throat and kidney.
L5,1055,1051,K-21.4,Ḥummā Ghāmiya Hadhayāniyya/Ḥummā Ruqṭa/ Ḥummā al-Sufun /Ḥummā Qadhira/Ḥummā al-Sujūn,حمیٰ غاميہ هذيانيہ /حمیٰ رقطہ /حمیٰ السفن /حمیٰ قذرہ /حمیٰ السجون,,"A type of eruptive fever without the involvement of any organ. There is marked weakness. Sometimes there is congestion of lungs. Living in unhygienic condition, damp places and malnutrition are predisposing causes of this fever. This fever is accompanied with delirium and coma."
L5,1056,1051,K-21.5,Ḥumayqa/ Bād Ābla,حميقہ/ بادآبلہ,Chicken pox,"A type of eruptive fever in which the symptoms are not severe. The eruptions are colourless, bigger in size. Fever is usually not high. There is no marked weakness. It is not accompanied with delirium and coma."
L4,1057,990,K-22,Ḥummā Zamharīriyya/ Fardmūriyūs,حمیٰ زمهريريہ/ فردموريوس,,A type of fever caused by <em>Balgham Zujājī</em> (vitreous phlegm) and <em>Balgham Shor</em> (saline phlegm). This fever does not last for a long time.
L4,1058,990,K-23,Fīmaṭūs/ Dawwāra,فيماطوس/ دوارہ,,"A type of melancholic fever which occurs after five, six, seven, eight or nine days."
L4,1059,990,K-24,Qatma,قتمہ,,"Haemorrhages occurring beneath the skin, petechial or bigger in size and caused by fevers e.g. <em>Ḥummā Ghāmiyya</em>, etc."
L4,1060,990,K-25,Ḥummā Ajāmiyya,حمیٰ اجاميہ,,A type of infectious fever caused by the organism found in the stagnant water. This is characterised by enlargement of spleen.
L3,1061,2,L,Amrāḍ-i-‘Iẓām wa Mafāṣil,امراض عظام و مفاصل,Diseases of bones and joints,
L4,1062,1061,L-1,Waja‘ al-Ẓahr,وجع الظهر,Backache,"Pain of the back can be superficial or deep. It can be due to cold impaired temperament, predominance of phlegm, physical exertion, incorrect sitting posture, increased sexual activity, weakness of kidneys, premenstrual pain, labour pain, congestion of portal vein and aorta."
L4,1063,1061,L-2,Waja‘ al-Khāṣira,وجع الخاصرة,Lowbackache,Pain of the lower portion of back.
L4,1064,1061,L-3,Ḥudār,حدار,Rheumatism,Inflammation and pain of joints with redness of the skin. Sometimes it involves heart.
L4,1065,1061,L-4,Waja‘ al-Mafāṣil,وجع المفاصل,Polyarthritis,"A type of arthalgia which involves several joints. As per involvement of humours it is of four types i.e. <em>Damawī</em>, <em>Balghamī</em>, <em>Ṣafrāwī</em> and <em>Sawdāwī</em>. According to severity of symptoms it is again divided into acute and chronic type. When two humours are involved this is known as <em>Waja‘ al-Mafāṣil Murakkab</em>."
L4,1066,1061,L-5,Waja‘ al-Warik,وجع الورك,Coccydynia,Pain of hip joint. Its causes are same as <em>Waja‘ al-Mafāṣil</em>.
L4,1067,1061,L-6,Waja‘ al-‘Aqib,وجع العقب,Achillodynia,Severe pain in the heel which is also known as <em>Nuzūl al-Mā’</em> i.e. infiltration of water. It is caused by the infiltration of acrid humours after pain.
L4,1068,1061,L-7,Niqris,نقرس,Gout,"A specific type of swelling and pain that occurs in foot specially great toe. But sometimes it may affect wrist and fingers of hand also. According to <em>Ibn Hubal</em>, toe joints are known as <em>Inqūrūs</em> from which the word <em>Niqris</em> been derived. It is a heredity disease."
L4,1069,1061,L-8,‘Irq al-Nasā,عرق النسا,Sciatica,A type of pain which originates from the hip joints and runs along with the sciatic nerve. Intensity of pain increases with the quantity of matter.This pain causes wasting of the muscles of legs due to disuse.
L4,1070,1061,L-9,Taḥajjur wa Ṣalāba al-Mafāṣil,تحجر وصلابة المفاصل,Ankylosing arthritis,The ossification of joints and reduced joint spaces leading to locking of the joints.
L4,1071,1061,L-10,Ḥadaba/ Ḥadaba al-Mu’akhkhar,حدبہ/ حدبة الموخر,Kyphosis,A deformity in which there is backward bending of the vertebral column.
L4,1072,1061,L-11,Taqaṣṣu‘/Ḥadaba al-Muqaddam,تقصع/ حدبة المقدم,Lordosis,Forward bending of chest.
L4,1073,1061,L-12,Iltiwā’,التواء,Scoliosis,Dislocation of vertebral column at one side.
L4,1074,1061,L-13,Riyāḥ al-Afrisa,رياح الافرسة,,"Displacement of vertebral column commonly seen in tubercular patients. In this a chronic ulcer damages the vertebral column up to the gangrenous stage. Due to this destruction, there is displacement of vertebral column."
L4,1075,1061,L-14,Wahn al-‘Iẓām/ Takhalkhul al-‘Iẓām/ Takhaththur al-‘Iẓām,وهن العظام/ تخلخل العظام/ تخثر العظام,Osteoporosis,It means weakness of bones in old age or pain of bones after trauma and injury. Bones are more prone to fractures in this condition.
L4,1076,1061,L-15,Kasr,كسر,Fracture,Discontinuity/breaking of bones.
L5,1077,1076,L-15.1,Kasr Basīṭ/ Kasr Sādhij,كسر بسيط/ كسر ساذج,Simple facture,"In this condition, only the bone is broken and there is no discontinuity of skin and mucous membrane."
L5,1078,1076,L-15.2,Kasr Murakkab/ Kasr Makshūf,كسر مركب/ كسر مكشوف,Compound fracture,Breakage of bone associated with skin and mucous membrane. There is laceration of skin by the fragments of broken bone.
L5,1079,1076,L-15.3,Kasr Muḍā‘af/ Kasr Mukhtaliṭ,كسر مضاعف/ كسر مختلط,Complicated fracture,Breakage or discontinuity of bone along with the involvement of surrounding organs either artery or vein. It is either due to trauma from outside or puncture by the fragments of broken bones.
L5,1080,1076,L-15.4,Kasr Kāmil,كسر كامل,Complete fracture,Complete breakage or discontinuity of the bone.
L5,1081,1076,L-15.5,Kasr Ghayr Kāmil/ Kasr Juz’ī Kāmil,كسر غير كامل/ كسرجزئي كامل,Incomplete fracture,Incomplete breaking or discontinuity of the bone.
L5,1082,1076,L-15.6,Kasr Ṣad‘ī,كسر صدعى,Longitudinal fracture,"The fracture of bone longitudinally. It occurs mostly in flat bones e.g. skull, scapula, etc. It is usually too small to trace."
L5,1083,1076,L-15.7,Kasr Kharrūbī,كسر خروبي,Green stick fracture,An incomplete type of fracture which occurs mostly in children or ribs of older people. It resembles the breaking of fresh green branch of tree which when bended gets partially broken with some of its fibres remaining intact.
L5,1084,1076,L-15.8,Kasr Mufattat,كسر مفتت,Comminuted fracture,Crushing of a single bone into many pieces.
L5,1085,1076,L-15.9,Kasr Shaṭwī,كسر شطوى,Avulsion fracture,Breaking of bone with injury by some sharp objects and exposure of a piece of bone outside.
L5,1086,1076,L-15.10,Kasr Thāqib,كسر ثاقب,Perforating fracture,A perforating type of breakage of bone.
L5,1087,1076,L-15.11,Kasr Mustaṭīl/ Kasr Mushaṭṭab,كسر مستطيل/ كسر مشطب,Longitudinal fracture,"In this type of fracture, breaking occurs longitudinally or in the length of bone."
L5,1088,1076,L-15.12,Kasr Musta‘raḍ/ Kasr Muta‘addid,كسر مستعرض/ كسر متعدد,Transverse fracture,"In this type of fracture, breaking of bone occurs transversally."
L5,1089,1076,L-15.13,Kasr Mu’arrab,كسر مؤرب,Oblique fracture,In this type of fracture breaking of bone occurs obliquely.
L5,1090,1076,L-15.14,Kasr Lawlabī/ Kasr Ḥalazūnī,كسر لولبي/ كسر حلزوني,Spiral fracture,"In this type of fracture, breaking of bone occurs in twisted manner or spiral manner."
L5,1091,1076,L-15.15,Kasr Mudgham/ Kasr Munghariz,كسر مدغم/ كسر منغرز,Impacted fracture,A type of fracture in which broken long bones penetrate into the soft tissue.
L5,1092,1076,L-15.16,Kasr Raḥimī,كسر رحمى,Intrauterine fracture,The fracture of bones of foetus inside the uterus due to the trauma to the abdomen of expecting women.
L5,1093,1076,L-15.17,Kasr Khilqī,كسر خلقي,,Fracture of the bones of a new born due to bad obstetric procedure.
