levels,tid,pid,wordcode,code,word,translation,definition,refn
L4,1378,1346,சீவ நஞ்சு,YD,Cīva Nañcu,Animal poisons,,
L5,1379,1378,விடபாம்புக்கடி நஞ்சு,YD1,Viṭapāmpukkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of poisonous snakes,It is characterized by ten types of vegam.1. palvegam 2. sala vegam 3. vanni vegam 4. vaayu vegam 5. sara vegam 6. saraba vegam 7. samar vegam 8. sandaala vegam 9. kaasa vegam 10. aruthi vegam. It is explained by incresed pitham affecting the vatham and kabam. In seven udal thathukkal saram and seneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:24"
L5,1380,1378,இராசநாக நஞ்சு,YD2,Irācanāka Nañcu,the severity of the poisonous effect caused due to the bite of king cobra,"It is characterized by irritation at the site of bite, pain, inflammation, swelling, tremors, flaciddity, nausea, vomitting, consciousnees is not lost. It is explained by incresed pitham affecting the vatham and kabam. In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1381,1378,கட்டுவிரியன் நஞ்சு,YD3,Kaṭṭuviriyaṉ Nañcu,the severity of the poisonous effect caused due to the bite of viper,"It is characterized by swelling, haemorrhage, pain at the bitten spot, impairment of vision and hearing, unconsciousness, giddiness, lassitude, hiccough, heaviness of the body, heart burn and yellowish discolouration of the body. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1382,1378,வழலைப்பாம்பு நஞ்சு,YD4,Vaẕalaippāmpu Nañcu,the severity of the poisonous effect caused due to the bite of lycodon aulicus(valalai),"It is characterized by congestion in the chest, oozing of blood from the bitten spot, exophthalmia, giddiness and expectoration.It is explained by increased pitham which affects kabam.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1383,1378,மூக்கண் நாகநஞ்சு,YD5,Mūkkaṉ Nākanañcu,the severity of the poisonous effect caused due to the bite of mookan,"It is characterized by pain and oozing of serous fluid at the bitten spot. Unconsciousness, pain in the joints nd the limbs.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1384,1378,சுருட்டை நாகநஞ்சு,YD6,Curuṭṭai Nākanañcu,the severity of the poisonous effect caused due to the bite of carpet snake,"It is characterized by generalized swelling, dermatological manifestations and leprosy.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1385,1378,சாரைப்பாம்பு நஞ்சு,YD7,Cāraippāmpu Nañcu,the severity of the poisonous effect caused due to the bite of rat snake,"It is characterized by highly poison, causes mental delusion and chest pain. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1386,1378,கருணாகன் நஞ்சு,YD8,Karunākanañcu,the severity of the poisonous effect caused due to the bite of karunagam,"It is characterized by highly poison, causes mental delusion and chest pain. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1387,1378,பரநாகன் நஞ்சு,YD9,Paranākanañcu,the severity of the poisonous effect caused due to the bite of paranagam,"It is characterized by highly poison, causes mental delusion and chest pain.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1388,1378,கல்நெஞ்சன் நஞ்சு,YD10,Kalneñcaṉ Nākanañcu,the severity of the poisonous effect caused due to the bite of kalnenchan,"It is characterized by highly poison, causes mental delusion and chest pain.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1389,1378,ஊமை நாகநஞ்சு,YD11,Ūmai Nākanañcu,the severity of the poisonous effect caused due to the bite of umai,"It is characterized by highly poison, causes mental delusion and chest pain.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1390,1378,கண்ணெரியன் நாகநஞ்சு,YD12,Kaṇṇeriyaṉ Nākanañcu,the severity of the poisonous effect caused due to the kanneriyan,"It is characterized by highly poison, causes mental delusion and chest pain.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1391,1378,பச்சைப்பாம்பு நஞ்சு,YD13,Paccaippāmpu Nañcu,the severity of the poisonous effect caused due to the bite of green whipe snake,It is characterized by swelling in the body. It is explained by increased pitham.In seven udal thathukkal saram and seneer gets affected,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1392,1378,சுவடு நாகநஞ்சு,YD14,Cuvaṭu Nākanañcu,the severity of the poisonous effect caused due to the bite of suvadu snake,It is characterized by swelling in the body. It is explained by increased pitham.In seven udal thathukkal saram and seneer gets affected,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1393,1378,மண்ணுளிப்பம்பு நஞ்சு,YD15,Maṇṇuḷippāmpu Nañcu,the severity of the poisonous effect caused due to the bite of earth snake,It is characterized by generalized erythematous patches with swelling and pruritis. It is explained by increased pitham.In seven udal thathukkal saram and seneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1394,1378,புடையன் பாம்பு நஞ்சு,YD16,Puṭaiyaṉ Pāmpu Nañcu,the severity of the poisonous effect caused due to the bite of beaver snake,"It is characterized by throbbing pain in the joints, head and body. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1395,1378,எலிக்கடி நஞ்சு,YD17,Elikkaṭi Nañcu,poisonous effect of rat bite,"It is characterized by rigor, hyper pyrexia, intermittent fever, dizziness, heaviness of head, arthritis, wheezing, dyspnea, weariness. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:77"
L5,1396,1378,செய்யான்கடி நஞ்சு,YD18,Ceyyāṉkaṭi Nañcu,poisonous effect of centipede(seyyaan),"It is characterized by swelling, irritation, fever, discolouration, redness of the eye and generalized body pain.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:171"
L5,1397,1378,பூரான்கடி நஞ்சு,YD19,Pūrāṉkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of pooran,It is characterized by Urticaria all over the body like the colour of pooran. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
L5,1398,1378,சிலந்திக்கடி நஞ்சு,YD20,Cilantikaṭi Nañcu,the severity of the poisonous effect caused due to the bite of spider,"It is characterized by mild itching occurs without any change of the colour at bite site, macular and vesicular changes occurs associated with itching, the bitten spot becomes swollen and reddish. Fever and goose flesh with purpuria are manifested, swelling, burning sensation, dyspnea and hallucination occur, all toxic features increase, the poison affects all the vital points (varmas). The poison causes mortality. It is explained by increased pitham which affects vatham.In seven udal thathukkal","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
L5,1399,1378,ஆறுகால் பூச்சிக்கடி நஞ்சு,YD21,Āṟukāl Pūccikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of six legged insect,It is characterized by urticarial. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
L5,1400,1378,புலிமுகப்புச்சிக்கடி நஞ்சு,YD22,Pulimukappūccikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of tiger faced insect,It is characterized by gripping sharp pain just like the sting of scorpion. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:172"
L5,1401,1378,பச்சோந்திகடி நஞ்சு,YD23,Paccōntikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of chameleon,It is characterized by swelling occurs around the bite site. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:173"
L5,1402,1378,ஓணான் கடி நஞ்சு,YD24,Ōṇāṉ Kaṭi Nañcu,the severity of the poisonous effect caused due to the bite of garden lizard,"It is characterized by moon shaped ulcer seen at the bite area, pain, swelling, itching, pricking pain and lassitude occur.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:117"
L5,1403,1378,தவளைக்கடி நஞ்சு,YD25,Tavaḷaikkaṭinañcu,the severity of the poisonous effect caused due to the bite of frog,"It is characterized by itching, drowsiness and syncope besides spreading of eczema.It is explained by increased pitham which affects kabam.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:118"
L5,1404,1378,ஈக்கடி நஞ்சு,YD26,Ìkkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of flies,It is characterized by thickening of skin associated with burning sensation and itching. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:118"
L5,1405,1378,பல்லிக்கடி நஞ்சு,YD27,Pallikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of lizard,"It is characterized by pain, sweating, swelling, burning sensation, chest congestion.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:119"
L5,1406,1378,காட்டுக்கொசுக்கடி நஞ்சு,YD28,Kāṭṭukkocukkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of wild mosquito,"It is characterized by swelling, itching, burning sensation pain and continuous serous discharge from the ulcer. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:119"
L5,1407,1378,குளவிக்கடி நஞ்சு,YD29,Kuḷavikkaṭinañcu,the severity of the poisonous effect caused due to the bite of wasp's sting bite,"It is characterized by swelling, itching, burning sensation pain and continuous serous discharge from the ulcer. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:119"
L5,1408,1378,வண்டுக்கடி நஞ்சு,YD30,Vaṇṭukkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of beetle's sting bite,"It is characterized by swelling, itching pain, urticarial and frothy diarrhea. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:120"
L5,1409,1378,அட்டைக்கடி நஞ்சு,YD31,Aṭṭaikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of leech bite,"It is characterized by itching, swelling on the bitten spot followed by fever and syncope.It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:121"
L5,1410,1378,கம்பளிப்பூச்சிக்கடி நஞ்சு,YD32,Kampaḷippūccikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of cater pillar,"It is characterized by swelling, abscess, pricking pain, fever, vomiting, pain in the bite spot. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:121"
L5,1411,1378,தேள்கடி நஞ்சு,YD33,Tēḷkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of scorpion sting,"It is characterized by inflammation, sweating, redness, burning sensation, throbbing pain, twitching pain and extreme pain. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:123"
L5,1412,1378,மீன்கடி நஞ்சு,YD34,Mīṉkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of fish bite,"It is characterized by fish bits, inflammation, swelling and pain may occur in the bitten spot It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:123"
L5,1413,1378,சீவ வெறி நஞ்சு,YD35,Cīva Veṟinañcu,infection caused by the bite of rabid animals,"It is charecterised by increased inflammation and infection due to the bite of naai, nari, pasu, erumai, panri and human. It is divided into two 1.seyarkkai and 2. iyarkkai. It is explained by incresed pitham affecting vatham and kabam. In seven uda thathukkal upto senneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:126 - 130"
L5,1414,1378,குரங்குக்கடி நஞ்சு,YD36,Kuraṅkukkaṭi Nañcu,the severity of the symptoms caused by monkey bite,"It is characterized by stretched limbs with spasmodic tremor, staring the sky, mannerism like monkey, dancing, singing, leaping, jumping and outcry, fever. It is explained by increased pitham which affects vatham.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 131"
L5,1415,1378,பூனைக்கடி நஞ்சு,YD37,Pūṉaikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite cat,"It is characterized by wheezing, dyspnea, syncope, phlegm the chest, hyperpyrexia, mewing like a cat, hissing. It is explained by increased pitham which affects kabam.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 131"
L5,1416,1378,புனுகுப்பூனைக்கடி நஞ்சு,YD38,Puṉukuppūṉaikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of civet cat,"It is characterized by wheezing, dyspnea, syncope, phlegm the chest, hyperpyrexia, mewing like a cat, hissing. It is explained by increased pitham which affects kabam. In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
L5,1417,1378,பன்றிக்கடி நஞ்சு,YD39,Paṉṟikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of pig,"It is charecterized by diminution of sight, appetite, thirst, disturbed sleep, dryness of mouth. It is explained by increased pitham affecting the vatham. In seven udal thathukkal saaram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
L5,1418,1378,நரிக்கடி நஞ்சு,YD40,Narikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of fox,"It is charecterized by dryness of mouth, increased body heat loss of sweat. It is explained by increased pitham affecting the vatham. In seven udal thathukkal saaram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
L5,1419,1378,முதலைக்கடி நஞ்சு,YD41,Mutalaikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of crocodile,it is charecterized by the inflammation at the site of bite.it is explained by increased pitham affecting vatham. In seven udal thathukkal upto senneer gets affected.,"Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
L5,1420,1378,நாய்க்கடி நஞ்சு,YD42,Nāykkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of dog,"It is charecterized by drippling of saliva, increased sweat, change in the voice. It is explained by incresed pitham affecting kabam and vatham. In seven udal thathukkal saaram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
L5,1421,1378,குதிரைக்கடி நஞ்சு,YD43,Kutiraikkaṭi Nañcu,the severity of the poisonous effect caused due to the bite of horse,"It is characterized by intense pain, cramps and unconsciousness, both limbs remain stiff and rigid, body pain, grinning like horse, excessive sweating in neck and head, strange hallucination as if the horse is on his back and shoulder, neighing like horse.It is explained by increased pitham which affects vatham.In seven udal thathukkal upto enbu gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 132"
L4,1422,1346,இடுமருந்து நஞ்சு,YE,Iṭumaruntu Nañcu,the poisonous effects of the philter which is given to a particular person,"It is characterized by paleness of face, cough, wheezing, emaciation. It is explained by increased pitham which affects kabam.In seven udal thathukkal saram and seneer gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No:126 - 134"
L4,1423,1346,தாவர நஞ்சு,YF,Tāvara Nañcu,plant poisons,,
L5,1424,1423,உளுந்து நஞ்சு,YF1,Uḷuntu Nañcu,toxic symptoms of black gram consumed in excess quantity,"If it is consumed in excess, it is characterized by indigestion, loss of appetite, abdominal pain colic, retrosternal burning and diarrhea or constipation. It is explained by increased vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
L5,1425,1423,கடலை நஞ்சு,YF2,Kaṭalai Nañcu,toxic symptoms of bengal gram consumed in excess quantity,"It is characterized by flatulence, increases secretion of acid, anal constriction, indigestion, distended abdomen, diarrhoea. It is explained by increased vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
L5,1426,1423,துவரை நஞ்சு,YF3,Tuvarai Nañcu,toxic symptoms of red gram consumed in excess quantity,"It is characterized by flatulence, increases secretion of acid, anal constriction, indigestion, distended abdomen, diarrhoea. It is explained by increased vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
L5,1427,1423,மொச்சை நஞ்சு,YF4,Moccai Nañcu,toxic symptoms of indian gram consumed in excess quantity,"It is characterized by flatulence, increases secretion of acid, anal constriction, indigestion, distended abdomen, diarrhoea. It is explained by increased vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
L5,1428,1423,நெய் நஞ்சு,YF5,Ney Nañcu,toxic symptoms of ghee consumed in excess quantity,"It is characterized by indigestion, flatulence, dyspepsia and enlargement of liver will occur. It is explained by increased vatham and affect pitham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 46"
L5,1429,1423,நெய் தேன் நஞ்சு,YF6,Ney Tēṉ Nañcu,toxic symptoms of ghee and honey consumed in excess quantity,"It is characterized by abdominal pain and vomiting, body heat, decreased urination and ptyalorrhoea, diarrhea. It is explained by increased vatham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
L5,1430,1423,வேர்க்கடலை நஞ்சு,YF7,Vērkkaṭalai Nañcu,toxic symptoms of groundnut when consumed in excess quantity,"It is characterized by vomiting, giddiness, excessive salivation, increased thirst. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
L5,1431,1423,தேங்காய் நஞ்சு,YF8,Tēṅkāy Nañcu,toxic effects of coconut when consumed excessively,"It is characterized by vomiting, diarrhoea, altered taste. Increased thirst, giddiness. It is explained by increased vatham and pitham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 47"
L5,1432,1423,கோழிமுட்டை நஞ்சு,YF9,Kōẕimuṭṭai Nañcu,toxic effects of hen's egg or over boiled egg when consumed excessively,"It is characterized by loss of appetite, eructation and indigestion due to hyperacidity occur. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
L5,1433,1423,வாழைப்பழ நஞ்சு,YF10,Vāẕaippaẕa Nañcu,toxic effects of banana when consumed excessively,"It is characterized by loss of appetite abdomen with flatulence, colic and defecation with a sense of heat occur. It is explained by increased vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
L5,1434,1423,பலாப்பழ நஞ்சு,YF11,Palāppaẕa Nañcu,toxic effects of jackfruit when consumed excessively,"It is characterized by indigestion and loss of appetite, eructation with the odour of the jack fruit occur, excessive phlegm, giddiness and a pungent taste. It is explained by increased vatham that affects pitham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
L5,1435,1423,பாலாடை நஞ்சு,YF12,Pālāṭai Nañcu,toxic effects of cheese when consumed excessively,"It is characterized by loss of appetite, diarrhea, vomiting, distension of abdomen with flatulence, pain in the abdomen. It is explained by increased vatham affecting the pitham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
L5,1436,1423,இலவம்பிசின் நஞ்சு,YF13,Ilavampiciṉ Nañcu,toxic effects of gum of bombax malabaricum when consumed excessively,"It is characterized by constipation, excessive sense of heat, distension of abdomen, oliguria. It is explained by increased vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 48"
L5,1437,1423,குன்றிமணி நஞ்சு,YF14,Kuṉṟimaṇi Nañcu,clinical features of toxic effects of abrus precatorius,"It is characterized by vomiting, unconsciousness, abdominal colic, bodyache with allergy, burning sensation in the stomach, loss of appetite, diarrhea, death. It is explained by increased pitham that affects vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
L5,1438,1423,ஊணான்கிழங்கு நஞ்சு,YF15,Ūṉāṅkiẕaṅku Nañcu,clinical features of toxic effects of ipomea staphylina(unan kizhang),"It is characterized by vomiting, flatulence with distended abdomen, impaired mental function, diarrhea, fever. It is explained by increased vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
L5,1439,1423,நாவல்கொட்டை நஞ்சு,YF16,Nāvalkoṭṭai Nañcu,clinical features of toxic effects of seed of eugenia jambolana(naval kottai),"It is characterized by chest pain gripping pain in the abdomen, strangury, constipation. It is explained by increased vatham that affects pitham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
L5,1440,1423,கலப்பைக்கிசங்கு நஞ்சு,YF17,Kalappaikkiẕaṅku Nañcu,clinical features of toxic effects of tuber of gloriosa superba,"It is characterized by vomiting, conjunctivitis, increase of taste, giddiness, burning sensation in the eyes. It is explained by increased pitham.In seven udal thathukkal saram gets affected.","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 49"
L5,1441,1423,மிளகாய் நஞ்சு,YF18,Miḷakāy Nañcu,clinical features of toxic effects of capsicm annum(chillies),"It is characterized by excessive lacrimation, inflammation of the mouth, throat and stomach, excretion of faecal matter with heat, conjunctivitis dysentery, abdominal pain. inflammation of the mouth, throat and stomach. It is explained by increased pitham.In seven udal thathukkal saram and seneer gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 50"
L5,1442,1423,சிவனர்க்கிழங்கு நஞ்சு,YF19,Civaṉārkkiẕaṅku Nañcu,clinical features of toxic effects of tuber of aristalochia indica,"It is characterized by vomiting, oliguria, unconsciousness, distension of abdomen, diarrhea, lassitude. It is explained by increased vatham.In seven udal thathukkal saram gets affected","Murugesa Mudaliyar, K. S. (2005). Nanju Murivu Nool. (4th ed.) Chennai: Department of Indian Medicine and Homoeopathy. Page No: 50"
